,medicine_id,medicine_name,medicine_supplier,stock
505,143199,Plan B,CARDINAL,15
506,112588,Saxenda,McKesson,195
507,137706,Rifaximin,McKesson,177
508,196114,Depo-Provera,AmerisourceBergen,126
509,189728,Microgestin Fe 1 / 20,McKesson,102
510,130405,Aldesleukin,CARDINAL,155
511,164017,Keflex,AmerisourceBergen,116
512,159928,Viberzi,CARDINAL,24
513,160800,Armodafinil,AmerisourceBergen,31
514,186089,Tesamorelin,AmerisourceBergen,37
515,175094,Bupropion,CARDINAL,2
516,168455,Bupropion / naltrexone,AmerisourceBergen,25
517,172967,Clonazepam,McKesson,114
518,197208,Venlafaxine,CARDINAL,41
519,129134,Levitra,AmerisourceBergen,160
520,137251,Ethinyl estradiol / norethindrone,McKesson,189
521,166644,Triumeq,McKesson,25
522,108154,Minastrin 24 Fe,AmerisourceBergen,176
523,126357,Celebrex,McKesson,145
524,162184,NuvaRing,CARDINAL,74
525,182873,Metronidazole,McKesson,199
526,149988,Indomethacin,AmerisourceBergen,89
527,135642,Paxil CR,AmerisourceBergen,88
528,153450,Citalopram,McKesson,67
529,109152,Etonogestrel,McKesson,25
530,173255,LoSeasonique,CARDINAL,135
531,146853,Mirena,McKesson,54
532,187702,Escitalopram,AmerisourceBergen,103
533,135133,Lurasidone,CARDINAL,73
534,163722,Percocet,AmerisourceBergen,188
535,162470,Paroxetine,McKesson,47
536,153913,Bupropion,McKesson,65
537,134342,Lo Loestrin Fe,CARDINAL,72
538,193081,Codeine / guaifenesin,McKesson,139
539,156981,Propofol,McKesson,60
540,176529,Skyla,CARDINAL,106
541,197385,Desvenlafaxine,CARDINAL,23
542,179683,Lo Loestrin Fe,McKesson,63
543,177043,Indomethacin,McKesson,12
544,117194,Pradaxa,McKesson,78
545,141084,Ambien,AmerisourceBergen,78
546,131771,Junel Fe 1 / 20,CARDINAL,35
547,198017,Phenazopyridine,CARDINAL,52
548,175348,Pentasa,CARDINAL,19
549,110340,Medroxyprogesterone,CARDINAL,121
550,193155,Guanfacine,AmerisourceBergen,126
551,154588,Ertaczo,CARDINAL,48
552,159909,Ondansetron,CARDINAL,154
553,155062,Fiorice,McKesson,181
554,125544,Macrobid,CARDINAL,26
555,179730,Clomid,CARDINAL,19
556,198275,Gefitinib,McKesson,100
557,109088,Etonogestrel,CARDINAL,119
558,174561,Sertraline,CARDINAL,81
559,119352,Azithromycin,CARDINAL,52
560,192581,Gabapentin,AmerisourceBergen,181
561,195502,Tri-Sprintec,CARDINAL,163
562,163176,Macrobid,AmerisourceBergen,199
563,194745,Venlafaxine,McKesson,168
564,186726,Seroquel,CARDINAL,102
565,128980,Eluxadoline,AmerisourceBergen,193
566,107635,Cymbalta,McKesson,159
567,149102,Oxybutynin,AmerisourceBergen,169
568,130682,Suprep Bowel Prep Kit,CARDINAL,68
569,145532,Mirena,CARDINAL,34
570,126777,Naproxen,McKesson,112
571,177246,Sprintec,CARDINAL,97
572,124007,Amphetamine / dextroamphetamine,McKesson,47
573,140731,Cobicistat / elvitegravir / emtricitabine / tenofovir,AmerisourceBergen,66
574,143672,Oseltamivir,CARDINAL,114
575,169347,Celexa,McKesson,134
576,164299,Ciclopirox,McKesson,171
577,137154,Sprintec,CARDINAL,115
578,106581,ParaGard,AmerisourceBergen,110
579,196480,Esomeprazole,McKesson,76
580,194672,Olanzapine,McKesson,147
581,164193,CellCept,CARDINAL,16
582,102574,Zipsor,McKesson,172
583,137449,Vivitrol,AmerisourceBergen,97
584,130482,Skyla,AmerisourceBergen,191
585,147502,Trintellix,CARDINAL,99
586,139218,Soma,AmerisourceBergen,16
587,102009,Aubra,CARDINAL,53
588,188639,Medroxyprogesterone,McKesson,6
589,138497,Pregabalin,McKesson,185
590,103202,Q-Tapp DM,CARDINAL,22
591,124476,Venlafaxine,CARDINAL,131
592,146407,Riboflavin,McKesson,153
593,188360,Soolantra,McKesson,151
594,112073,Amoxicillin / clavulanate,CARDINAL,183
595,138936,Meperidine,McKesson,3
596,176795,Etonogestrel,AmerisourceBergen,197
597,121116,Stalevo,AmerisourceBergen,15
598,152866,Suprep Bowel Prep Kit,CARDINAL,113
599,199198,Paroxetine,McKesson,60
600,140836,Varenicline,AmerisourceBergen,41
601,120557,Adapalene / benzoyl peroxide,McKesson,48
602,125577,Belviq,McKesson,197
603,140406,Desvenlafaxine,McKesson,1
604,146711,Skyla,AmerisourceBergen,142
605,174507,Nexplanon,McKesson,58
606,184459,Ethinyl estradiol / levonorgestrel,CARDINAL,48
607,147370,Varenicline,McKesson,114
608,118639,Levlen,AmerisourceBergen,174
609,149203,Isotretinoin,McKesson,37
610,190315,Alesse,McKesson,163
611,157737,Metronidazole,CARDINAL,120
612,159020,Implanon,McKesson,76
613,107612,Zyclara,CARDINAL,123
614,165062,Cyclosporine,CARDINAL,87
615,122308,Etonogestrel,AmerisourceBergen,77
616,192496,Mesalamine,CARDINAL,102
617,169521,Duloxetine,AmerisourceBergen,179
618,157080,Pentasa,AmerisourceBergen,165
619,155133,Etonogestrel,McKesson,186
