,program_id,treat_id,equip_id,program_cost
136,12355222,1084311083,13587,644
137,13602699,1408407972,19383,800
138,13710695,1474173451,15825,513
139,15223698,1630477789,13757,603
140,17521749,1123784066,18252,167
141,16863571,1769725724,13521,493
142,14406623,1539878466,11509,400
143,19397215,1641863213,16215,454
144,19160648,1933352988,13649,109
145,16572197,1517692738,10686,143
146,11352634,1353638676,10342,410
147,19580899,1323163389,16832,603
148,13441268,1124120636,16604,518
149,19849011,1131917948,15981,476
150,18362669,1816892057,10166,971
151,16979823,1624146167,14561,230
152,13190377,1623493504,15481,419
153,16344834,1940032281,12183,244
154,16985058,1543057679,16852,441
155,10259406,1803429433,19531,232
156,13572227,1504091346,16478,460
157,11045902,1526160734,19928,143
158,11047889,1098668478,11624,538
159,14306573,1039371535,11048,235
160,13757992,1711967908,10520,271
161,16983317,1217644519,11351,598
162,18313752,1788177779,10429,701
163,17481234,1679229919,14177,639
164,15631693,1858445879,18869,474
165,19813314,1253093935,19715,528
166,16952436,1108464192,13685,277
167,11809408,1317194296,14525,147
168,12007591,1184858980,10836,183
169,17749442,1051389827,10172,986
170,15876081,1971250682,18414,821
171,10947934,1472307056,15316,237
172,18737458,1947488464,19591,876
173,12405896,1444132736,15206,702
174,14920499,1317715030,17832,721
175,12426277,1238980794,12632,985
176,10664075,1601899336,12968,786
177,10159738,1592596383,14177,532
178,17216667,1705204571,13203,916
179,15507652,1747432026,19639,964
180,18816058,1927839882,19661,254
181,16110504,1462397024,10870,866
182,14498008,1238473031,13357,867
183,12278461,1576300734,11296,830
184,15356117,1082954365,15827,788
185,18393960,1154122989,16873,288
186,12564560,1301738963,12183,421
187,17243835,1994646431,16043,797
188,16692478,1472774138,13016,738
189,14041679,1551950112,19591,635
190,17267263,1349052010,17832,456
191,15851538,1593696111,11561,404
192,14945123,1368620906,19591,635
193,14935644,1458974403,10980,288
194,14878352,1502877866,10172,227
195,15950890,1367406914,13016,244
196,17407631,1831446597,16852,853
197,10149962,1571657226,17096,790
198,12646819,1261129842,13105,984
199,12033796,1484401018,13357,834
200,15121635,1681076093,13203,545
201,18836589,1056170334,19528,870
202,16594862,1199153843,13408,513
203,12479950,1832249714,16865,818
204,11844636,1979079411,19751,962
205,17387068,1218239402,10827,567
206,16540838,1300462118,13757,872
207,18362774,1851798866,10018,656
208,15479857,1751620329,18250,503
209,17190943,1089742897,17096,111
210,18935452,1245716301,17540,272
211,18436051,1623032719,13250,238
212,10070465,1342058458,13287,370
213,10066819,1620599147,10595,406
214,19816826,1791563488,16338,346
215,14823985,1731307576,17715,417
216,11369618,1778376803,11509,171
217,10240104,1768252112,15206,169
218,18140535,1461667602,10342,756
219,10493034,1537219664,16873,701
220,18468915,1849794466,18172,943
221,15036246,1189938910,11175,905
222,16975602,1239225065,10665,228
223,11591145,1597238010,13587,631
224,16478928,1491484223,16873,862
225,16174784,1144540230,15206,655
226,14718406,1698339613,19234,799
227,12559352,1818708166,13357,580
228,17201148,1553387523,14327,242
229,10966708,1844880293,11509,356
230,15359235,1800173932,17346,402
231,15282116,1155281076,13521,751
232,15370677,1587219212,11624,972
233,17126964,1842788471,13757,663
234,13977067,1941623541,14525,170
235,10238976,1600157775,16486,720
236,14919270,1768512044,14309,653
237,16769428,1446778942,15533,681
238,11036071,1515910085,13104,238
239,14992903,1310248545,12632,530
240,11966043,1126113374,16700,740
241,11622102,1777619386,18621,172
242,17140543,1750635082,11957,396
243,18841317,1689429325,13203,287
244,12101225,1850957358,10980,436
245,17106703,1140565121,11308,288
246,15863623,1636169810,14235,609
247,12948066,1214141647,11296,386
248,11463909,1899884698,18869,976
249,10679080,1197096459,14548,186
250,13824197,1493945443,19388,726
251,13363359,1409962005,11185,104
252,11442583,1366466076,18414,813
253,12959325,1627888187,17859,430
254,17234571,1844810325,13757,344
255,17895480,1149647083,15096,622
256,17856764,1452847728,16873,893
257,18058822,1857545850,15481,890
258,17037833,1911164076,14950,915
259,12292452,1383684185,19434,161
260,11801801,1970738448,16134,745
261,10714450,1540874265,13757,196
262,10976132,1859116818,13587,496
263,14644830,1066656129,19999,968
264,17067943,1865012838,15993,450
265,14628941,1161881934,19406,807
266,14527177,1306518753,12470,735
267,14708794,1249599877,16043,608
268,11297014,1778578064,16700,462
269,13853835,1078514118,15993,922
270,10015288,1002766265,16175,343
271,11666416,1789191947,18414,916
272,13270935,1249920052,14525,664
273,19784716,1725613616,11082,988
274,14693821,1830180190,17683,800
275,10254199,1030151312,16969,338
276,11337795,1438328121,19928,487
277,13248710,1682053045,15481,573
278,16062566,1392575622,13250,357
279,16845978,1608355293,10003,865
280,16248066,1923588270,18370,539
281,11558601,1547214414,16705,324
282,10916986,1363017709,19388,674
283,13519555,1282036706,16208,970
284,18098966,1793749130,14470,325
285,18198971,1593764256,12390,777
286,16981436,1281030435,11627,711
287,10134603,1768348620,10686,441
288,18537171,1026607217,14209,994
289,12488970,1005060226,12635,762
290,18680819,1403484061,10665,436
291,14293374,1103648913,16215,634
292,12987939,1496625241,13649,503
293,16949209,1729923431,11624,504
294,16677544,1534984119,11509,391
295,10736500,1185924885,11957,393
296,13225104,1675057337,16486,291
297,16456063,1843832805,11296,328
298,18750648,1614618567,19895,569
299,19270876,1121107930,16705,781
300,19090273,1217387605,18396,940
301,12344062,1258839243,16362,371
302,19661788,1627722625,13521,471
303,16317309,1927654958,10566,652
304,11962152,1919589267,19101,554
305,17060359,1720336512,14763,740
306,14856670,1488666017,13649,807
307,14854367,1056404509,17764,771
308,11674948,1724843714,10682,939
309,13341463,1586657977,15827,235
310,15456450,1875502844,10682,530
311,17019577,1451866698,10682,902
312,19744290,1662651216,15827,264
313,19456839,1894735896,18324,248
314,11330480,1059686243,12390,829
315,16884093,1794925778,15993,338
316,15783925,1137905970,19409,661
317,10893678,1683917737,19591,711
318,16895623,1975771742,13135,643
319,12676817,1365811947,12470,378
320,11662092,1631510786,10037,367
321,10726611,1326598199,19183,597
322,12510906,1731515761,19895,222
323,17992119,1116709100,16969,941
324,15586430,1550128202,13919,411
325,19606305,1650184001,16689,928
326,10865253,1083102931,19928,951
327,12289544,1176246964,19406,709
328,13982772,1922439183,17832,726
329,11408013,1301631546,15096,180
330,13184304,1254317636,19136,744
331,19693453,1615631141,16362,287
332,12472882,1623208904,18250,506
333,14612578,1825964375,12621,151
334,12059987,1150449422,18396,767
335,15399688,1629184920,19183,637
336,13449415,1473489706,12453,292
337,12704989,1398491275,15827,732
338,13072689,1295149328,15533,601
339,15053127,1823104020,13016,721
340,11103788,1550441117,12470,885
341,13501607,1289835865,12053,553
342,16579099,1482794288,18687,151
343,17103310,1879639753,10429,349
344,15930691,1365811947,19136,269
345,18782752,1138884462,18287,184
346,14466764,1396579100,19409,640
347,16614579,1880300593,14763,885
348,16074916,1368776629,16852,136
349,16683474,1593583153,17618,909
350,15641745,1305163238,18469,338
351,11186963,1613237855,10595,746
352,11454055,1586370574,11957,143
353,15062356,1057344622,17683,306
354,18805248,1197096459,17253,119
355,10197395,1267471472,18324,206
356,10282819,1973732690,11778,281
357,18087042,1384444933,11509,281
358,10006397,1195827624,12303,424
359,17642222,1992263525,18172,545
360,12161075,1520454532,19434,461
361,16217009,1120544772,12390,555
362,16683347,1335500585,19234,843
363,15918152,1049713133,18899,751
364,18853885,1429683255,12632,829
365,17310600,1679951186,16852,285
366,16816980,1562589666,10207,135
367,13353101,1863868553,19591,133
368,12485267,1841132062,14548,748
369,19605110,1915221509,18899,380
370,13904706,1454974217,11735,334
371,10301768,1105747357,12389,232
372,11764891,1335370746,16302,413
373,13815225,1055646863,17228,225
374,10132629,1913989063,13250,182
375,11178222,1466294598,15481,599
376,19610382,1282635888,10373,172
377,19689739,1561326835,16478,359
378,10058065,1608353867,19531,726
379,14603496,1221849680,15096,207
380,17831406,1986288995,14950,799
381,19176526,1910764213,19715,667
382,19849482,1346121202,19183,393
383,18663347,1519654318,10429,807
384,18589763,1476638931,12034,567
385,10276264,1271053176,15728,348
386,12878167,1246983460,16134,552
387,14628846,1072535899,12070,208
388,10726845,1325253942,10018,565
389,15243350,1594765966,15973,884
390,11745999,1451866698,14309,793
391,12574436,1924470544,11082,339
392,14902042,1932613606,13016,779
393,14035479,1370758536,12070,671
394,13245281,1955777517,13810,253
395,17651538,1723091303,18869,777
396,12154101,1243572203,17228,747
397,12423886,1611231676,17832,169
398,14293805,1643893946,18370,880
399,18481422,1553765787,10018,654
400,17513733,1423001434,12303,389
401,13896870,1808397025,10986,728
402,11760018,1784366932,12621,742
403,16252519,1288769728,11561,402
404,19512389,1482800751,17596,154
405,17183492,1161015927,17347,665
406,11627187,1062611945,11185,197
407,11331806,1571920112,13810,192
408,15842291,1974677856,12632,460
409,10457683,1909711683,14177,631
410,10768648,1801150078,11624,777
411,10327860,1031772127,17715,533
412,14927697,1779037918,16969,718
413,12960718,1279314540,12570,624
414,10145888,1505061767,14327,937
415,18822065,1562589666,13105,612
416,17464887,1321478727,11308,353
417,13055485,1178498642,19183,762
418,18361367,1441082772,18823,873
419,13612459,1288315092,10980,395
420,19144981,1667875461,14209,448
421,11436839,1079337947,16215,880
422,17717276,1211631812,16865,742
423,15345757,1786998966,19136,813
424,19914006,1865799539,14470,443
425,13112240,1728436056,19895,575
426,11741568,1417459803,12390,601
427,13697403,1088216314,13064,568
428,13015582,1058578267,18613,347
429,13384631,1720938028,12072,600
430,16611115,1806243355,19231,779
431,12838753,1138442023,13521,657
432,13719159,1617328654,13810,613
433,17573977,1095600241,10836,552
434,10726318,1534349820,13357,791
435,16269467,1646611321,18287,140
436,13487621,1686723093,19101,689
437,14144944,1334867232,19496,648
438,12620060,1168655792,11364,348
439,18633482,1089505679,18252,733
440,16108173,1177304537,19183,380
441,12315119,1787488627,16978,843
442,19155821,1017609712,19183,242
443,17113431,1715115124,17857,399
444,15536763,1990624190,19406,621
445,17459177,1798842568,15316,988
446,10935968,1730835623,18613,423
447,11364824,1787212235,15993,184
448,18788192,1332228818,19409,387
449,19972211,1005248951,10207,858
450,10683886,1309967712,11270,358
451,12533676,1175268586,12303,175
452,11118729,1623476748,11627,160
453,14943570,1020664466,15206,413
454,10740226,1679754716,14177,875
455,19063883,1218388269,12693,175
456,12547741,1320664323,14848,967
457,17166539,1229384377,18017,410
458,16140919,1247866092,18613,693
459,12781570,1299794678,12070,636
460,17635095,1758481033,16134,117
461,15227789,1736849611,12968,893
462,10233723,1439724476,10373,918
463,11774477,1191196301,18252,978
464,17619956,1945654916,10879,822
465,11577828,1361035881,17857,440
466,15131078,1756611039,19474,831
467,14303253,1022772587,16231,914
468,19205571,1467101290,15993,913
469,19705163,1160090144,15240,306
470,15979855,1451190984,19406,451
471,14768955,1007622909,17596,487
472,14922590,1500965958,19434,129
473,14135971,1335541902,16338,562
474,19148828,1831589875,11957,625
475,19646785,1160409546,12453,342
476,14012873,1535094511,14235,987
477,12525015,1529143079,16362,363
478,17326243,1593515642,17715,269
479,14493849,1403514222,10429,294
480,17041164,1234907489,10429,816
481,14567044,1875486471,12777,357
482,19049044,1609269506,13408,507
483,11408552,1772858939,13683,605
484,15244836,1590134636,16486,773
485,17649261,1079726156,12303,955
486,18047849,1925063334,19528,442
487,19270264,1412138045,16362,275
488,17562901,1441000625,19101,900
489,18684288,1886808507,14309,474
490,11413090,1136005049,10172,658
491,13834685,1993488068,12053,703
492,13183854,1330949762,17784,436
493,19702082,1417417212,17618,154
494,17486281,1792808390,12453,481
495,16984075,1176769496,10791,938
496,13592519,1498422978,15533,544
497,15216365,1132324987,13587,361
498,16809021,1841439465,19409,788
499,11633877,1051847860,18593,868
500,14732127,1261146835,12390,961
501,12520918,1838144112,15973,556
502,14643952,1817741018,13104,384
503,12050163,1131763207,18414,451
504,11984265,1713811722,16604,296
505,15951834,1319463650,10980,454
506,15408835,1570227968,13757,443
507,17177929,1864446373,16969,432
508,18622289,1254870304,18799,417
509,10348569,1254764017,12034,186
510,17315835,1478218286,18172,197
511,16911467,1215115085,14561,925
512,16214528,1649255045,12390,731
513,17021893,1768856059,19928,641
514,17419146,1770208541,13357,297
515,18054065,1631510786,10879,475
516,14904327,1471521461,17346,209
517,18296003,1601952461,15079,129
518,15863524,1821605432,11735,255
519,18731758,1238295406,17683,787
520,12722743,1668419716,17346,323
521,14261699,1534567026,19195,464
522,12094539,1761873233,10037,414
523,14683538,1777554789,15827,366
524,18766582,1602630610,17784,767
525,19733493,1190763467,12621,382
526,16283535,1383516549,19434,460
527,11658275,1351659254,10207,503
528,13728751,1596202085,10172,411
529,17290818,1707933393,19591,809
530,18211447,1090443431,18197,464
531,12419601,1793592739,14470,409
532,10423806,1498565674,18469,406
533,15259311,1243795476,17764,522
534,16229677,1700636622,11253,262
535,11966677,1758540640,12390,957
536,17882834,1328924145,11305,666
537,11113218,1476568383,12470,133
538,12182523,1013364298,18414,404
539,18484857,1062891732,13919,854
540,10304978,1028060167,16302,767
541,13566085,1551520775,11509,112
542,18032579,1523302038,18396,780
543,17029380,1570227968,12453,846
544,15273450,1669634681,16705,579
545,12968076,1540241681,18799,405
546,11715423,1855913084,13357,861
547,17216847,1681390367,10980,831
548,17458983,1898438682,13016,664
549,19224470,1205085431,16175,665
550,12908975,1625075214,19136,132
551,19030950,1589917173,16215,278
552,12045789,1945359165,16969,439
553,12029620,1251669180,12390,943
554,17907279,1621461058,13104,126
555,17176647,1450748980,17715,448
556,16611538,1784337609,18287,911
557,15033103,1649974726,10686,252
558,15157233,1359370926,19751,852
559,12762637,1007525836,11308,748
560,19200099,1130855873,18287,524
561,13625732,1085172463,11351,292
562,14128155,1146086340,18250,108
563,15802110,1744143307,14848,990
564,11097618,1352044172,14561,516
565,13106508,1069239390,16930,349
566,15548529,1292987862,14655,607
567,15075861,1041356413,10827,247
568,17439055,1013231122,10836,500
569,19893853,1922054631,14525,156
570,19360360,1662055948,16689,151
571,17775399,1400392712,13757,560
572,19547171,1526196854,17540,955
573,14109439,1440057960,18469,373
574,14448979,1907388457,18162,538
575,18946517,1969389983,11308,676
576,19990299,1842613346,17596,154
577,12087907,1647290837,10166,785
578,14914909,1600911392,12470,212
579,12737373,1102989278,16873,917
580,15705944,1436964717,19195,561
581,12627657,1667225025,10836,301
582,19274786,1116968238,10827,290
583,18430141,1076027838,18252,799
584,12849067,1802871999,15728,847
585,19827441,1097948139,15993,950
586,18514347,1819573217,16700,934
587,12835004,1352268576,10682,734
588,19111592,1685921325,18414,267
589,17131844,1250312895,15825,702
590,10513737,1184259491,19406,585
591,19510616,1895661828,12621,144
592,13703212,1209881675,11778,464
593,16266886,1467844175,12470,364
594,12752204,1478690157,19072,597
595,19280134,1672184639,18162,742
596,14504675,1711255583,15981,641
597,13638718,1958096382,18869,143
598,10342129,1481041729,15728,612
599,13058531,1712967738,11364,165
600,19758345,1276304971,16478,294
601,16769935,1081844172,19496,528
602,14498328,1655580837,10037,800
603,13816088,1010490433,12072,516
604,11026480,1290084328,12777,513
605,17471169,1113364951,10003,876
606,18926172,1980789957,13135,286
607,17786563,1231272529,16689,114
608,18244904,1868979153,11778,600
609,16563397,1734264226,17253,547
610,10375685,1969795745,16208,161
611,16612053,1989361947,19751,229
612,19205401,1842569614,10520,198
613,12361070,1989448256,18799,152
614,13188231,1363048517,19999,258
615,10044505,1989430863,15827,325
616,10758179,1250312895,16338,217
617,11255322,1686829343,16478,880
618,14573921,1428914049,16338,845
619,17816205,1472719059,10373,678
620,19192943,1805833131,11735,561
621,13814350,1534849601,18793,705
622,18056123,1017362268,19928,188
623,13602047,1824303765,16338,181
624,17261976,1792602155,17859,928
625,11591791,1206298832,12621,629
626,15403030,1496476278,16362,713
627,13827746,1664887349,18017,936
628,11422779,1045806556,15079,266
629,13726101,1569272087,16302,810
630,13630913,1453594918,18370,451
631,15261830,1763716351,18197,743
632,12303719,1345772787,11253,662
633,10574989,1391615201,17310,971
634,12912365,1468425106,15993,673
635,19804083,1391397403,12570,502
636,13057165,1193822770,16478,473
637,11953107,1718929885,10566,416
638,18896768,1630379154,13357,208
639,11635279,1200269498,10429,347
640,17261961,1351850199,18252,509
641,16967043,1341267587,12070,551
642,12618992,1620212389,19217,931
643,19270025,1358531030,15827,674
644,15633321,1374507338,19531,292
645,11670758,1190042272,10166,475
646,11010984,1409189718,13203,351
647,11709484,1785667591,11308,277
648,19241485,1083850599,14177,715
649,14442557,1880790454,14655,919
650,12986666,1183831355,17556,557
651,14680897,1358373282,19231,739
652,17242430,1494449829,12070,727
653,19048704,1483457541,10342,556
654,17032235,1107553969,18414,437
655,17786566,1533901274,10037,463
656,12711591,1438841238,12968,207
657,12741250,1913646844,14848,507
658,13097077,1445463440,18793,772
659,16604329,1744748868,15973,658
660,18354977,1125006425,17347,285
661,15314043,1775699304,16175,665
662,17663422,1689634605,16134,941
663,16665575,1529272786,12635,791
664,10622603,1234824897,16930,170
665,12272128,1383489951,16486,156
666,15738255,1263023157,15079,698
667,19502331,1338331899,13104,149
668,10340607,1888282397,11308,445
669,12764741,1696749379,19694,695
670,10026251,1665188859,10172,607
671,14534086,1111505379,11048,660
672,13487084,1768799484,19928,459
673,17235369,1111145280,10429,921
674,19840596,1689069996,16705,306
675,15072112,1953264314,13919,841
676,12580789,1606703667,19195,336
677,14385682,1610206445,14548,636
678,19954969,1370014089,15533,927
679,19383343,1916196060,14655,337
680,13711507,1181881391,10166,716
681,15486651,1168000907,13104,201
682,19392772,1616757204,12570,477
683,11565269,1885368033,19999,243
684,16055031,1873060291,13105,232
685,19715974,1225523807,15240,826
686,15869075,1988110064,17096,593
687,13955843,1306518753,19183,801
688,19218141,1386039934,12004,358
689,19077816,1719065279,18250,925
690,19084141,1976852744,19591,390
691,13876493,1764989962,10986,949
692,17864896,1303811058,15973,310
693,18332932,1604650978,12070,437
694,19421047,1358537539,12053,659
695,13053289,1144428687,16705,496
696,18638477,1086584094,19434,366
697,12964256,1519672428,12470,364
698,12603674,1309821071,18324,710
699,14530850,1207105145,12072,971
700,16639053,1979987346,14430,866
701,14618300,1177413491,10373,680
702,13958919,1442281857,18172,546
703,16241240,1637140819,16438,596
704,11737121,1643683553,12390,179
705,19768488,1088180224,16043,853
706,11734495,1894238552,18197,462
707,17899923,1649337840,18899,217
708,13257623,1746841705,11296,669
709,19594110,1827485964,13016,534
710,10093504,1201600731,16689,681
711,11920990,1415870483,10037,409
712,12021428,1792354734,18869,420
713,14589880,1826738742,16852,456
714,10899838,1148593428,17540,441
715,11216125,1129472081,17859,635
716,10993802,1935598669,19183,119
717,12311037,1488538342,19409,343
718,15204560,1322698891,11735,159
719,15269548,1549883383,12610,873
720,16245926,1079726156,15481,214
721,15553785,1843173353,16215,278
722,16799239,1246320232,16338,716
723,13883480,1356395774,12632,234
724,10273586,1148267385,12997,962
725,17392167,1696100989,12390,548
726,11701902,1411401306,19639,494
727,16077849,1872342888,16208,305
728,13385090,1564793118,19409,380
729,15519502,1913704207,19388,182
730,11825413,1077925736,14470,984
731,14708398,1101961683,10373,148
732,17918579,1941623541,17857,651
733,14405041,1573222099,15260,317
734,18957293,1342618111,12072,153
735,18877779,1948617068,11308,207
736,18923626,1072334936,18250,774
737,14813083,1617111947,11778,193
738,10349076,1339386701,17859,262
739,17264210,1884647311,17832,824
740,17071972,1413976810,16134,783
741,19321876,1896803223,16832,119
742,12847692,1614414419,17784,386
743,18505485,1467986651,18613,226
744,19983529,1491187051,15481,385
745,16900965,1890008976,17857,852
746,17902241,1972557226,16756,875
747,16618251,1381482643,19528,923
748,18668085,1794140248,14950,577
749,14574661,1916077985,17683,726
750,19794604,1791147850,19496,717
751,10954918,1519821533,10682,380
752,15912840,1888746032,13683,174
753,13253653,1635641643,19895,355
754,15315469,1374422755,18172,615
755,14287579,1809445697,11735,318
756,19496741,1425854282,15218,356
757,16100568,1517641852,13649,844
758,18615035,1787316630,19751,998
759,12391821,1013003891,19531,234
760,10850807,1147549211,11351,541
761,10782321,1656433903,11270,957
762,18735457,1598203501,10166,157
763,19476579,1669710618,17253,711
764,15780519,1892181285,19639,498
765,12537172,1206239289,19830,326
766,15675785,1644207802,13649,545
767,10263615,1880300593,10172,907
768,11443146,1223624897,18396,835
769,13253902,1123333423,13810,419
770,12654030,1968824399,15635,542
771,17561582,1597724677,16604,591
772,11698779,1891546896,10686,257
773,14518185,1458079684,19895,434
774,15735918,1692175096,13357,930
775,17154335,1975715500,17784,490
776,12210290,1346979854,10827,112
777,17108901,1270800992,15260,361
778,10481376,1622438802,19715,335
779,10551061,1391905616,19639,464
780,16782759,1637623960,11735,639
781,14830561,1061234951,18287,976
782,17267089,1805613711,11308,359
783,18042365,1920063932,10980,147
784,17440052,1528081416,10018,158
785,11786561,1399604590,10429,166
786,15592583,1693452976,16338,454
787,10935243,1875108291,12777,306
788,13694116,1885314914,12632,994
789,13797112,1501497041,19101,390
790,18963242,1837406528,18793,902
791,17816423,1332684210,10215,973
792,12367852,1335155854,18869,122
793,11142534,1862762618,19217,257
794,16174318,1158537010,15728,608
795,16877229,1983613340,17347,287
796,19355439,1499906386,13685,999
797,17270969,1816892057,13757,132
798,14425660,1119921418,17253,826
799,14648340,1291453672,19661,729
800,15199171,1867962799,17253,690
801,15455033,1095286136,16478,769
802,17851900,1871254320,13919,444
803,16657895,1355862148,19751,749
804,14628259,1723254093,16215,476
805,15040902,1324684471,10879,124
806,16244005,1911614532,12389,365
807,18678916,1648706740,10037,977
808,14895092,1100331613,16478,248
809,19922573,1198040933,12034,152
810,15905917,1823778614,14430,329
811,18015670,1528591644,18370,480
812,17899780,1061234951,10172,842
813,14779871,1261846022,13408,991
814,16754469,1651441203,14209,827
815,13180322,1129416710,18799,867
816,10871266,1151594405,13757,809
817,18996364,1525909472,12997,499
818,18195261,1674798713,17784,179
819,19650724,1972241596,16438,170
820,14001657,1439984461,17618,977
821,15887619,1336811395,11624,985
822,10549902,1034676071,16362,580
823,14367104,1061404684,14177,189
824,17209618,1072356803,19830,691
825,10353511,1647468223,12034,987
826,11193498,1437248075,18162,733
827,19360733,1017992499,14309,478
828,11530300,1576209004,10373,654
829,15634287,1816245085,18370,263
830,10993551,1820426451,16338,296
831,12150576,1844275893,17596,451
832,17268927,1094341726,16865,628
833,10272202,1229786014,17784,323
834,18219286,1312465307,15533,677
835,18199913,1028003282,12004,459
836,10372551,1803808912,19383,443
837,10409487,1168907185,10215,504
838,11375938,1663663615,15260,405
839,14302590,1162366184,19234,148
840,18757491,1499779488,18793,198
841,16121607,1944063414,17857,212
842,18644511,1544350078,19159,802
843,19872928,1645433319,12610,105
844,11043716,1434307950,17618,956
845,19793363,1902610136,17556,202
846,16346201,1108832404,19072,824
847,12732716,1920058317,14548,772
848,14645222,1355711668,10791,312
849,18538034,1262446991,14327,798
850,14079583,1245222301,17556,675
851,12962102,1294798374,19531,913
852,15768692,1194506700,18017,725
853,10534088,1209927139,18370,775
854,18864535,1119375166,11735,134
855,17464807,1616757204,19531,268
856,15896110,1137555330,13105,867
857,10324393,1386340864,17346,198
858,11112716,1785309952,14561,640
859,15573292,1576260316,12389,549
860,19418625,1979001288,19388,165
861,13025178,1504467195,16687,858
862,12207408,1232131674,15973,626
863,19599192,1327866362,12034,448
864,14282479,1275804732,13287,129
865,15322238,1968793610,18252,832
866,19608177,1780111087,12303,323
867,10074409,1128452776,12470,975
868,15512669,1761251228,19101,576
869,11600504,1440537763,17857,585
870,12418313,1595344622,17683,130
871,13889219,1617987747,15973,599
