,medicine_id,purchase_date,purchase_amount,purchase_price
391,146024,2018.1.24,274,31
392,178727,2018.5.17,164,27
393,114565,2018.4.15,364,106
394,126285,2018.2.10,366,103
395,174024,2018.5.20,322,99
396,156293,2018.3.10,86,257
397,166703,2018.9.4,248,256
398,190010,2018.8.21,334,260
399,137041,2018.11.16,98,67
400,128952,2018.2.20,260,71
401,101573,2018.7.16,172,71
402,154072,2018.11.20,328,254
403,187323,2018.4.19,76,256
404,159865,2018.2.10,114,256
405,103020,2018.4.17,106,296
406,149586,2018.11.25,358,296
407,112293,2018.2.25,320,295
408,180840,2018.8.11,140,141
409,102125,2018.6.27,128,141
410,105209,2018.8.22,12,143
411,128840,2018.11.17,148,158
412,136601,2018.2.27,52,159
413,114458,2018.8.14,74,158
414,154255,2018.1.26,152,33
415,144835,2018.8.22,86,34
416,123709,2018.7.13,376,39
417,160952,2018.6.27,266,56
418,170680,2018.9.5,148,61
419,159170,2018.3.11,276,63
420,192366,2018.12.1,180,268
421,185632,2018.9.20,90,268
422,136428,2018.7.6,282,267
423,129690,2018.4.12,160,73
424,108711,2018.7.12,88,68
425,179933,2018.3.4,360,64
426,170947,2018.2.26,382,285
427,174944,2018.8.22,32,290
428,156275,2018.5.5,268,294
429,114623,2018.12.24,242,223
430,178680,2018.5.21,274,220
431,178187,2018.7.10,180,215
432,176889,2018.12.22,292,105
433,140879,2018.1.26,24,103
434,102448,2018.12.22,138,105
435,108936,2018.8.6,62,125
436,177575,2018.1.23,316,123
437,175608,2018.12.8,382,124
438,164678,2018.1.7,300,241
439,179024,2018.9.7,26,245
440,146139,2018.8.23,108,240
441,199819,2018.6.18,266,98
442,144540,2018.2.6,32,93
443,110464,2018.8.5,306,90
444,132264,2018.8.10,98,226
445,149273,2018.10.2,32,230
446,186706,2018.7.8,216,226
447,191165,2018.5.24,382,60
448,131606,2018.1.24,192,56
449,121012,2018.11.4,296,61
450,132409,2018.11.25,282,258
451,120123,2018.7.19,162,253
452,141266,2018.1.10,48,257
453,181732,2018.6.11,142,161
454,171172,2018.2.19,158,163
455,141014,2018.9.15,60,165
456,138114,2018.1.10,146,146
457,171684,2018.4.16,2,144
458,140067,2018.6.8,14,143
459,130636,2018.8.1,342,32
460,184797,2018.3.25,196,37
461,160739,2018.7.17,252,40
462,100295,2018.11.6,16,295
463,130405,2018.11.2,310,291
464,173934,2018.10.21,114,287
465,136852,2018.11.5,332,275
466,198217,2018.11.16,42,277
467,120443,2018.8.18,120,281
468,193278,2018.1.8,178,272
469,175966,2018.5.19,166,269
470,103079,2018.1.23,44,269
471,130154,2018.5.12,210,19
472,145453,2018.4.22,238,17
473,157200,2018.2.9,238,17
474,104989,2018.6.26,328,232
475,173405,2018.7.5,150,236
476,175595,2018.12.16,20,241
477,146390,2018.12.11,264,245
478,158039,2018.5.15,14,246
479,134429,2018.8.25,338,245
480,169734,2018.2.18,188,248
481,175357,2018.2.12,154,247
482,199070,2018.11.22,142,250
483,140408,2018.9.21,58,61
484,113207,2018.2.21,8,65
485,114254,2018.2.6,84,60
486,195496,2018.4.18,170,221
487,149362,2018.11.2,110,223
488,108080,2018.6.8,76,218
489,194526,2018.12.14,298,52
490,165878,2018.4.18,326,51
491,185355,2018.11.4,332,53
492,143987,2018.8.6,226,35
493,142853,2018.11.6,188,32
494,162285,2018.9.3,186,35
495,191690,2018.10.17,140,249
496,179226,2018.9.23,398,247
497,121256,2018.9.16,128,246
498,104827,2018.7.4,380,198
499,130892,2018.4.10,56,195
500,103644,2018.9.9,328,191
501,175201,2018.6.24,244,84
502,157744,2018.10.17,362,83
503,113308,2018.3.6,232,83
504,188412,2018.12.20,296,41
505,145137,2018.8.15,140,41
506,179726,2018.8.19,146,40
507,177709,2018.8.21,22,190
508,199966,2018.4.2,78,192
509,103051,2018.9.5,288,195
510,108484,2018.7.22,382,267
511,129597,2018.6.20,138,262
512,150307,2018.9.26,194,267
513,186149,2018.4.24,302,297
514,197556,2018.8.22,338,292
515,102909,2018.2.3,66,289
516,111805,2018.8.12,384,58
517,188402,2018.6.20,150,59
518,143996,2018.1.2,322,54
519,198353,2018.2.20,122,46
520,113394,2018.2.6,290,43
521,165612,2018.8.4,326,48
522,162004,2018.4.19,108,232
523,130930,2018.5.5,210,229
524,138380,2018.12.20,68,224
525,110173,2018.1.22,378,36
526,135037,2018.4.18,210,39
527,182229,2018.4.26,60,43
528,143551,2018.10.19,122,125
529,184359,2018.2.22,110,128
530,152195,2018.12.6,92,123
531,172533,2018.7.22,390,139
532,146534,2018.2.14,260,143
533,190528,2018.11.4,102,140
534,166082,2018.11.4,302,69
535,122425,2018.10.16,12,66
536,129134,2018.8.22,320,63
537,133987,2018.4.7,72,102
538,182563,2018.10.23,242,103
539,177275,2018.5.16,358,103
540,135006,2018.4.25,174,134
541,199934,2018.1.5,334,139
542,139206,2018.2.3,314,140
543,186777,2018.6.12,174,130
544,119893,2018.2.13,290,128
545,193153,2018.9.2,358,128
546,116406,2018.12.2,60,34
547,174754,2018.10.17,172,30
548,182209,2018.3.7,16,31
549,122415,2018.7.13,68,140
550,185490,2018.5.4,64,142
551,175753,2018.1.4,46,142
552,104391,2018.3.21,26,235
553,169981,2018.4.24,86,233
554,106388,2018.7.7,38,236
555,187478,2018.8.26,366,176
556,110614,2018.1.11,148,176
557,161110,2018.11.8,318,174
558,132008,2018.4.12,374,144
559,195564,2018.11.7,142,149
560,133907,2018.12.25,88,153
561,165357,2018.5.12,44,73
562,132219,2018.6.11,312,71
563,147294,2018.2.8,16,71
564,139457,2018.11.11,86,63
565,187022,2018.9.25,310,66
566,118415,2018.8.10,110,69
567,115805,2018.11.14,66,16
568,146372,2018.7.27,212,11
569,118780,2018.8.12,374,14
570,153787,2018.10.10,68,151
571,184361,2018.7.25,240,146
572,108023,2018.2.16,372,143
573,147967,2018.3.20,272,184
574,111335,2018.5.4,320,186
575,104103,2018.11.5,300,181
576,137251,2018.2.26,378,123
577,170341,2018.6.14,10,124
578,141810,2018.2.9,388,125
579,157282,2018.10.11,306,94
580,114714,2018.1.19,314,93
581,101133,2018.8.20,8,95
582,145138,2018.5.9,68,263
583,106104,2018.9.18,98,267
584,173139,2018.10.1,332,268
585,166967,2018.8.23,196,257
586,165773,2018.9.8,72,253
587,136068,2018.10.13,392,257
588,151782,2018.11.8,268,282
589,175266,2018.2.16,362,282
590,130210,2018.7.20,172,282
591,114185,2018.7.4,314,25
592,121768,2018.12.16,218,29
593,141358,2018.9.9,144,34
594,139971,2018.2.23,234,267
595,167570,2018.2.14,240,263
596,189217,2018.11.26,170,262
597,121276,2018.11.24,270,88
598,140379,2018.2.25,182,92
599,133022,2018.10.27,388,96
600,125748,2018.6.11,288,35
601,179476,2018.2.10,4,37
602,146579,2018.4.17,252,41
603,195341,2018.8.13,8,200
604,113336,2018.7.17,144,197
605,177091,2018.10.18,268,200
606,105296,2018.9.12,96,199
607,197605,2018.5.18,48,201
608,138705,2018.4.26,38,205
609,124143,2018.8.17,320,85
610,137742,2018.3.1,250,90
611,199891,2018.5.19,214,95
612,154591,2018.8.24,212,285
613,176969,2018.6.21,124,283
614,129927,2018.11.19,94,279
615,169983,2018.11.24,174,295
616,155868,2018.4.24,192,294
617,106503,2018.9.3,354,294
618,119296,2018.11.17,182,245
619,152752,2018.4.5,316,240
620,152759,2018.6.10,158,245
621,121619,2018.12.21,182,57
622,156829,2018.5.20,190,60
623,114391,2018.8.19,352,62
624,159936,2018.12.27,10,75
625,195429,2018.5.22,336,76
626,143960,2018.10.23,10,75
627,119586,2018.10.16,28,253
628,128159,2018.1.7,344,249
629,196354,2018.6.27,4,254
630,117308,2018.12.5,256,48
631,192533,2018.3.9,246,50
632,146077,2018.3.23,198,52
633,149328,2018.9.22,260,141
634,154616,2018.2.26,354,137
635,166651,2018.10.22,26,136
636,145701,2018.7.26,386,68
637,137101,2018.2.24,114,73
638,192329,2018.1.18,388,74
639,142650,2018.10.16,14,103
640,183481,2018.5.24,4,99
641,118201,2018.2.9,218,104
642,140673,2018.11.17,120,31
643,159259,2018.6.14,348,31
644,137512,2018.12.9,304,26
645,188564,2018.9.16,394,131
646,195524,2018.7.12,100,136
647,127488,2018.5.19,12,135
648,145088,2018.2.17,238,51
649,142183,2018.6.17,140,48
650,135363,2018.8.4,248,53
651,140230,2018.12.11,96,280
652,136354,2018.9.4,138,281
653,186217,2018.11.2,218,278
654,121413,2018.10.12,22,73
655,115598,2018.10.6,246,73
656,168808,2018.6.4,156,69
657,117889,2018.1.24,58,32
658,153860,2018.2.5,204,28
659,176795,2018.1.9,394,33
660,198993,2018.8.17,28,144
661,191576,2018.4.10,152,143
662,154015,2018.3.25,22,140
663,175343,2018.5.14,86,149
664,158885,2018.2.12,206,153
665,101855,2018.7.5,210,151
666,171004,2018.7.27,176,199
667,176748,2018.9.7,114,198
668,167879,2018.12.1,38,199
669,172056,2018.11.6,342,200
670,176866,2018.10.1,96,195
671,159430,2018.7.1,22,193
672,102858,2018.5.4,62,48
673,124476,2018.3.9,262,48
674,124814,2018.12.2,232,47
675,139933,2018.12.6,118,278
676,102826,2018.8.10,370,277
677,114900,2018.11.6,230,278
678,141424,2018.10.18,388,294
679,112098,2018.10.17,376,293
680,129126,2018.4.4,52,296
681,119857,2018.3.17,182,25
682,102817,2018.5.26,178,27
683,125288,2018.11.16,6,32
684,140504,2018.3.26,72,143
685,123637,2018.7.20,342,146
686,180230,2018.6.7,228,145
687,119880,2018.2.9,338,267
688,112232,2018.10.10,250,266
689,136975,2018.7.27,40,262
690,167282,2018.5.13,334,33
691,172109,2018.6.27,378,30
692,197022,2018.3.17,66,26
693,100392,2018.5.2,226,14
694,109454,2018.7.5,122,19
695,141826,2018.9.1,250,22
696,158004,2018.9.12,378,44
697,117233,2018.9.1,400,43
698,152280,2018.11.5,100,39
699,129642,2018.7.19,322,190
700,117903,2018.1.6,110,188
701,106771,2018.4.21,80,190
702,104188,2018.5.3,388,137
703,128463,2018.5.7,194,142
704,183704,2018.7.11,306,145
705,145978,2018.7.7,170,181
706,146762,2018.5.7,234,177
707,164520,2018.8.8,270,182
708,185541,2018.11.21,120,196
709,128831,2018.11.15,138,194
710,116168,2018.8.7,262,190
711,103685,2018.2.26,388,274
712,148003,2018.7.16,312,273
713,165257,2018.8.20,282,271
714,187943,2018.8.14,102,112
715,181934,2018.7.27,86,116
716,132686,2018.1.5,186,111
717,133609,2018.5.21,48,195
718,130161,2018.5.14,22,193
719,130178,2018.12.5,76,198
720,156245,2018.11.8,200,28
721,141057,2018.11.20,76,32
722,161951,2018.2.11,242,27
723,105301,2018.6.13,224,74
724,175905,2018.8.4,342,74
725,123759,2018.7.26,156,79
726,140588,2018.1.22,72,251
727,166808,2018.3.13,16,252
728,142663,2018.6.3,222,247
729,148266,2018.9.21,270,170
730,115171,2018.8.24,122,173
731,154617,2018.7.21,30,172
732,171072,2018.10.3,150,33
733,109850,2018.6.12,120,35
734,171974,2018.9.19,318,35
735,109766,2018.2.2,212,138
736,145112,2018.12.9,338,138
737,107772,2018.10.5,260,137
738,111703,2018.2.5,236,100
739,103801,2018.10.15,328,97
740,166042,2018.4.24,38,92
741,188147,2018.3.22,32,177
742,167029,2018.3.24,56,181
743,186064,2018.3.25,356,185
744,105384,2018.9.23,398,299
745,154984,2018.8.27,120,298
746,176034,2018.3.11,48,295
747,160891,2018.4.2,74,48
748,116942,2018.11.15,304,49
749,180320,2018.5.26,390,52
750,133275,2018.2.15,244,196
751,194635,2018.7.4,364,192
752,123507,2018.3.15,198,197
753,186986,2018.7.23,222,253
754,108356,2018.11.15,208,249
755,130546,2018.8.5,214,248
756,191624,2018.11.18,22,76
757,105435,2018.9.7,326,78
758,139554,2018.7.6,266,80
759,133938,2018.5.25,66,31
760,107903,2018.7.3,34,34
761,143726,2018.7.1,166,36
762,164544,2018.2.7,252,48
763,143374,2018.11.26,96,48
764,145328,2018.3.3,2,46
765,196972,2018.7.16,56,235
766,178434,2018.1.5,340,231
767,186414,2018.4.11,230,235
768,126671,2018.10.7,270,77
769,142792,2018.1.24,210,80
770,108851,2018.11.26,296,85
771,131284,2018.10.6,320,140
772,126901,2018.5.17,58,143
773,137088,2018.11.25,374,140
774,135914,2018.3.12,98,205
775,193702,2018.3.13,98,209
776,128556,2018.3.27,8,210
777,163895,2018.4.14,190,219
778,179227,2018.3.20,364,214
779,164744,2018.7.20,132,212
780,187137,2018.6.24,10,216
781,152177,2018.9.23,196,216
782,121219,2018.12.26,320,220
783,174863,2018.10.24,72,92
784,175718,2018.7.23,212,88
785,101674,2018.2.6,2,84
786,194357,2018.1.5,328,67
787,182669,2018.7.21,282,68
788,156155,2018.12.22,322,70
789,169930,2018.8.20,10,74
790,194964,2018.5.12,174,79
791,117049,2018.6.10,8,78
792,130414,2018.12.8,282,129
793,104371,2018.5.16,26,129
794,175326,2018.2.2,290,126
795,198047,2018.5.17,28,120
796,178813,2018.1.2,362,117
797,164017,2018.11.9,232,117
798,190207,2018.12.12,162,180
799,106411,2018.12.9,344,183
800,197760,2018.2.13,224,188
801,158759,2018.6.6,180,118
802,171474,2018.12.22,174,118
803,106092,2018.2.9,102,123
804,154244,2018.7.24,146,267
805,152447,2018.8.6,288,266
806,116450,2018.4.26,132,262
807,193980,2018.5.25,312,94
808,129392,2018.7.13,324,98
809,100810,2018.1.27,254,103
810,196049,2018.9.19,46,225
811,140382,2018.1.5,74,229
812,136399,2018.5.2,258,232
813,142977,2018.4.11,218,69
814,107185,2018.7.27,324,71
815,101993,2018.8.6,44,76
816,101485,2018.12.2,130,111
817,155561,2018.12.24,322,110
818,190380,2018.5.12,126,110
819,186940,2018.10.13,294,186
820,175348,2018.5.23,38,185
821,166084,2018.10.3,78,181
822,158217,2018.1.18,136,267
823,178886,2018.6.5,308,267
824,115977,2018.9.3,340,270
825,186234,2018.6.2,100,149
826,169085,2018.11.11,224,149
827,138404,2018.9.24,78,146
828,182656,2018.12.20,178,300
829,127109,2018.5.24,240,302
830,117249,2018.10.25,154,305
831,101383,2018.6.16,308,36
832,116086,2018.1.5,298,32
833,192889,2018.5.17,2,33
834,115031,2018.9.16,368,50
835,130400,2018.11.25,294,53
836,145725,2018.5.13,186,52
837,187816,2018.5.9,318,190
838,126142,2018.7.7,6,190
839,169662,2018.10.14,362,189
840,188085,2018.2.13,4,11
841,169816,2018.8.24,204,8
842,107104,2018.5.3,160,11
843,103965,2018.2.26,64,271
844,112714,2018.12.8,264,267
845,144412,2018.1.2,30,262
846,113490,2018.11.14,206,231
847,170338,2018.3.12,150,235
848,114990,2018.4.14,90,236
849,152349,2018.2.14,64,247
850,183909,2018.5.27,42,250
851,173726,2018.2.27,98,245
852,199880,2018.8.10,210,46
853,111958,2018.6.13,292,43
854,128839,2018.4.15,392,45
855,196945,2018.4.21,132,68
856,139849,2018.10.8,40,73
857,175739,2018.11.23,308,77
858,108565,2018.5.14,282,165
859,178891,2018.9.18,316,167
860,124352,2018.3.22,148,170
861,141086,2018.7.14,286,281
862,198760,2018.9.13,150,277
863,153210,2018.7.1,326,282
864,132635,2018.5.26,292,233
865,145992,2018.2.5,238,228
866,121034,2018.6.18,52,227
867,169183,2018.8.4,132,44
868,131370,2018.10.3,272,47
869,185538,2018.2.14,118,48
870,165932,2018.5.14,64,151
